run,seed,base_final_tacc,learn_final_tacc,gate_final_tacc,base_final_perstate,learn_final_perstate,gate_final_perstate,cv_base_pre,cv_gate_pre,cv_base_post,cv_gate_post,cv_gate_pre_minus_base,cv_gate_post_minus_base,collapse_base,collapse_gate,gate_pre_mean,gate_post_mean,gate_spike,gate_mean_overall,grid_divergence,contra_spike,contra_pre_mean,contra_post_mean,base_recovery_t,learn_recovery_t,gate_recovery_t,base_recovery_frac,learn_recovery_frac,gate_recovery_frac,gate_final_coverage,stable_fraction_std,stable_fraction_gate,mean_contra_rate
35,76,0.6001929640769958,0.6207476854324341,0.5999601483345032,0.6608156561851501,0.8286346793174744,0.7194808721542358,0.0894700317392344,0.0097920263886432,0.0109517686480268,0.0034767335054652,-0.0796780053505912,-0.0074750351425616,0.0,0.0,0.508,0.4561999999999999,-0.0518,0.351482,0.5184,0.06864,0.28676,0.3554,158.6967315673828,133.6233367919922,124.93526458740234,0.6312997347480106,0.883289124668435,0.9207589285714286,0.059378907084465,0.136,0.9424,0.302506
36,77,0.5994828343391418,0.6186515688896179,0.5996531248092651,0.6574522256851196,0.8193322420120239,0.719418466091156,0.0952925837829395,0.0169993960295167,0.0204525948628052,0.0025264009688263,-0.0782931877534227,-0.0179261938939788,0.0,0.0,0.4993599999999999,0.4263999999999999,-0.07296,0.336902,0.5116,-0.0754399999999999,0.2408,0.16536,166.93356323242188,146.67303466796875,121.19607543945312,0.5861919235779418,0.827181936604429,0.9396681749622926,0.0587492175400257,0.1268,0.9564,0.271944
37,78,0.5978687405586243,0.6127273440361023,0.5997921824455261,0.6637884974479675,0.8075704574584961,0.7228070497512817,0.1167516297308668,0.0136486688598277,0.0160039393504368,0.0047175276425568,-0.1031029608710391,-0.01128641170788,0.0,0.0,0.46976,0.42996,-0.0398,0.330116,0.526,0.02228,0.1631999999999999,0.18548,166.6310272216797,146.2476348876953,123.00128936767578,0.5539016689219666,0.7983761840324763,0.9419354838709676,0.0591648444533348,0.3076,0.9576,0.22127
38,79,0.6004953384399414,0.621806263923645,0.599722683429718,0.6649724841117859,0.8338783383369446,0.7242266535758972,0.0891088164908583,0.0124369118484855,0.0108907853076112,0.0051624479195656,-0.0766719046423727,-0.0057283373880455,0.0,0.0,0.5076799999999999,0.4309599999999999,-0.0767199999999999,0.345442,0.5204,0.0623199999999999,0.33764,0.39996,158.8842315673828,131.14007568359375,122.46851348876952,0.62129916040654,0.8851082633672117,0.9584382871536524,0.0587398447096347,0.1836,0.9548,0.3082979999999999
39,80,0.5985000133514404,0.6158343553543091,0.6002195477485657,0.663486123085022,0.8226824402809143,0.727335512638092,0.0838389946320744,0.0297823556698723,0.0103674121435306,0.002343345836449,-0.054056638962202,-0.0080240663070815,0.0,0.0,0.52932,0.458,-0.07132,0.3373439999999999,0.5076,0.0336399999999999,0.1946,0.22824,162.2746124267578,139.527587890625,121.7440414428711,0.5832229580573951,0.8467991169977925,0.9473023839397742,0.0601695328950881,0.23,0.954,0.2478439999999999
40,81,0.6004781126976013,0.6216250061988831,0.599791407585144,0.6646737456321716,0.8322111368179321,0.7249504923820496,0.0747835336586717,0.0200330890903818,0.0111452713510132,0.0031310593528148,-0.0547504445682898,-0.0080142119981983,0.0,0.0,0.4608399999999999,0.39672,-0.0641199999999999,0.3240159999999999,0.4904,0.0459999999999999,0.2728799999999999,0.3188799999999999,160.4357452392578,135.40199279785156,129.2857208251953,0.6321938554738209,0.8801384681955863,0.9308035714285714,0.0585226565599441,0.174,0.9472,0.304502
41,82,0.6000312566757202,0.6199031472206116,0.6000320315361023,0.6633847951889038,0.8285280466079712,0.7215287685394287,0.0757391229577004,0.0176878671403572,0.0083089680844273,0.0022727568611169,-0.0580512558173432,-0.0060362112233104,0.0,0.0,0.5262800000000001,0.45248,-0.0738,0.341404,0.5008,0.04052,0.3122,0.35272,158.70565795898438,131.78305053710938,119.2639617919922,0.611304347826087,0.8852173913043478,0.9428934010152284,0.0597257800400257,0.1708,0.9576,0.289722
42,83,0.5996265411376953,0.6191453337669373,0.5990617275238037,0.6617071032524109,0.8236216902732849,0.7202873826026917,0.1216045122260604,0.0139237048975823,0.0085452287698045,0.0044591901451723,-0.1076808073284781,-0.0040860386246322,0.0,0.0,0.48312,0.4245199999999999,-0.0586,0.3358939999999999,0.4928,0.0459999999999999,0.27224,0.3182399999999999,160.99472045898438,135.572998046875,121.73758697509766,0.5958663148636764,0.8733509234828496,0.9432624113475178,0.0559507794678211,0.1936,0.9624,0.290418
43,84,0.6003960967063904,0.6220109462738037,0.5996875166893005,0.6604380011558533,0.834400475025177,0.7244237065315247,0.1548929565842728,0.0139885099177758,0.0157978316650004,0.0046039071240584,-0.1409044466664969,-0.011193924540942,0.0,0.0,0.5032400000000001,0.42312,-0.08012,0.333478,0.4972,0.0060799999999999,0.26916,0.27524,159.63636779785156,135.90777587890625,126.25940704345705,0.6424825174825175,0.8911713286713286,0.9381720430107529,0.0576453134417533,0.1288,0.9488,0.303542
44,85,0.5986132621765137,0.6147719025611877,0.5996742248535156,0.6684295535087585,0.8177832961082458,0.7225143313407898,0.0716512849478664,0.0136478755726539,0.0098760063886203,0.0044988502063721,-0.0580034093752124,-0.0053771561822481,0.0,0.0,0.48856,0.42548,-0.0630799999999999,0.3339239999999999,0.5132,0.06248,0.18832,0.2508,161.37918090820312,138.23770141601562,124.89622497558594,0.5949033391915641,0.8484182776801406,0.9363207547169812,0.0576429702341556,0.2904,0.9612,0.2441959999999999
45,86,0.5999703407287598,0.6172773241996765,0.5991960763931274,0.6713826060295105,0.8155322074890137,0.7195091843605042,0.150278117408009,0.0112470224367789,0.0147344078407675,0.0068864597248738,-0.1390310949712301,-0.0078479481158936,0.0,0.0,0.44344,0.4044,-0.0390399999999999,0.319536,0.508,-0.01108,0.16244,0.15136,167.1365203857422,146.8014678955078,126.70082092285156,0.6111111111111112,0.8604651162790697,0.9190573770491804,0.0572281256318092,0.2432,0.9568,0.250588
46,87,0.6008609533309937,0.6213523149490356,0.6000906229019165,0.6674025654792786,0.8317912220954895,0.7219781279563904,0.1148095004982607,0.0218242271011799,0.0170204149531367,0.0063893144274318,-0.0929852733970807,-0.0106311005257049,0.0,0.0,0.50152,0.4216,-0.0799199999999999,0.3302859999999999,0.498,0.0356,0.2164799999999999,0.25208,161.23983764648438,138.02203369140625,127.95194244384766,0.6648305084745763,0.9059322033898304,0.9164759725400458,0.0599132813513278,0.1372,0.9512,0.290326
47,88,0.5989968776702881,0.6163969039916992,0.6001343727111816,0.6672416925430298,0.8211411237716675,0.7279531955718994,0.1193792372536399,0.0251601429480906,0.012441470522911,0.0040542689555816,-0.0942190943055492,-0.0083872015673294,0.0,0.0,0.50408,0.4147600000000001,-0.0893199999999999,0.32956,0.4976,0.04468,0.1659599999999999,0.21064,163.43472290039062,140.6785888671875,128.7606964111328,0.6118052563550194,0.8694528220594572,0.9144508670520232,0.0599179677665233,0.2724,0.9416,0.2437579999999999
48,89,0.5993124842643738,0.6169250011444092,0.6002726554870605,0.6653379201889038,0.82308030128479,0.7262197136878967,0.1553313805535249,0.0077894030873727,0.0078575057676207,0.0051506782793742,-0.1475419774661521,-0.0027068274882465,0.0,0.0,0.49044,0.45592,-0.0345199999999999,0.338136,0.504,0.1027599999999999,0.16916,0.27192,160.4791717529297,135.22872924804688,122.96770477294922,0.6111111111111112,0.875,0.9440258342303552,0.060393750667572,0.2036,0.9408,0.25687
49,90,0.5998296737670898,0.6181992292404175,0.5995367169380188,0.6634723544120789,0.815237820148468,0.7172744274139404,0.2681730259276416,0.008178755780422,0.0488845947714974,0.0114493592360117,-0.2599942701472195,-0.0374352355354856,0.0,0.0,0.46352,0.41848,-0.04504,0.3302,0.5072,-0.00584,0.08592,0.08008,172.72271728515625,156.2874755859375,128.28622436523438,0.6157112526539278,0.8683651804670913,0.9097387173396676,0.0587226562201976,0.1412,0.9484,0.251
50,91,0.599790632724762,0.6193195581436157,0.5995898246765137,0.6629514694213867,0.8277412056922913,0.7232462167739868,0.2002919449663692,0.0293514325687679,0.0139884233162627,0.0059259253489995,-0.1709405123976013,-0.0080624979672631,0.0,0.0,0.47616,0.4024400000000001,-0.0737199999999999,0.31747,0.4868,0.04536,0.20368,0.24904,160.8729248046875,139.25196838378906,127.08684539794922,0.6279579316389132,0.8672217353198949,0.9197368421052632,0.0576781257987022,0.1504,0.9572,0.282676
