run,seed,base_final_tacc,learn_final_tacc,gate_final_tacc,sig_final_tacc,gate_final_perstate,sig_final_perstate,cv_base_pre,cv_gate_pre,cv_sig_pre,cv_base_post,cv_gate_post,cv_sig_post,base_recovery_t,gate_recovery_t,sig_recovery_t,base_recovery_frac,gate_recovery_frac,sig_recovery_frac,mi_gate_pre,mi_sig_pre,mi_gate_post,mi_sig_post,cre_base,cre_gate,cre_sig,gate_mean_overall,sig_mean_overall,distress_mean_overall,contra_spike,gate_spike,sig_spike,grid_div_gate,grid_div_sig,stable_std,stable_gate,stable_sig
34,75,0.6007968783378601,0.6218648552894592,0.6012094020843506,0.6005452871322632,0.7373142838478088,0.7325912714004517,0.21816708705961013,0.020226976002928016,0.0201616980109679,0.012727553438766956,0.0035964262121475432,0.0020550686093132754,162.61203002929688,124.4273910522461,116.8936767578125,0.6353806228373703,0.9232585596221959,0.9655172413793104,34.83747641631904,26.606530241206418,0.9549519862457879,5.915320651952628,101.0,143.0,137.0,0.32281999999999994,0.330732,0.189831006154418,0.026599999999999985,-0.07676,-0.06860000000000005,0.4908,0.5228,0.1836,0.9164,0.9404
35,76,0.6001929640769958,0.6207476854324341,0.6010148525238037,0.6008570194244385,0.731288731098175,0.7269895672798157,0.08947003173923444,0.016462822195501093,0.013186240044881059,0.010951768648026891,0.005323701857785742,0.003903135588963711,158.6967315673828,124.94386291503906,123.08120727539062,0.6312997347480106,0.928654970760234,0.9280742459396751,23.643936723447936,22.145587676927995,4.983903535391368,4.88369886396327,150.0,125.0,122.0,0.34277599999999997,0.34821199999999997,0.17899860993027686,0.06864000000000003,-0.044919999999999904,-0.05167999999999984,0.5048,0.5112,0.136,0.9056,0.9016
36,77,0.5994828343391418,0.6186515688896179,0.6009562611579895,0.6012898683547974,0.7323839664459229,0.7312711477279663,0.0952925837829395,0.014251631011938291,0.010998980235375051,0.020452594862805238,0.00486647544830772,0.003527715768694446,166.93356323242188,129.84429931640625,123.65034484863281,0.5861919235779418,0.8934169278996865,0.9350797266514806,40.403427109461106,27.072104991387306,8.001862087797342,3.1658452198009384,101.0,128.0,128.0,0.320672,0.33961800000000003,0.18421812787652014,-0.07543999999999998,-0.039279999999999926,-0.06167999999999996,0.4924,0.4992,0.1268,0.894,0.8956
37,78,0.5978687405586243,0.6127273440361023,0.6013890504837036,0.6004375219345093,0.7364222407341003,0.7322927713394165,0.11675162973086689,0.014563414440846825,0.02100204186362708,0.016003939350436844,0.003020522967646051,0.0056174408826514515,166.6310272216797,127.08280944824219,122.61492156982422,0.5539016689219666,0.9025157232704403,0.9283582089552239,35.46055742444956,29.82356677668071,8.117167221406651,9.355283290483586,101.0,151.0,151.0,0.319538,0.32729199999999997,0.19715020716190337,0.022280000000000022,-0.03107999999999994,-0.040159999999999973,0.4956,0.5036,0.3076,0.8892,0.9352
38,79,0.6004953384399414,0.621806263923645,0.6010234355926514,0.600653886795044,0.7359417080879211,0.7321244478225708,0.0891088164908583,0.01031131806184765,0.014329206047727203,0.010890785307611206,0.003424978037147823,0.004802709414327533,158.8842315673828,127.0093002319336,127.03727722167969,0.62129916040654,0.9132231404958677,0.9046052631578947,41.98545108446489,46.46576483556166,7.107538144753875,5.03491473512813,148.0,114.0,113.0,0.331974,0.32053600000000004,0.20138959892094135,0.062319999999999987,-0.033279999999999976,-0.023879999999999957,0.4664,0.488,0.1836,0.9176,0.9228
39,80,0.5985000133514404,0.6158343553543091,0.6016937494277954,0.6010078191757202,0.7387234568595886,0.7319420576095581,0.08383899463207442,0.024861985531070847,0.016937769889839503,0.010367412143530623,0.010767937192801776,0.003855748066976437,162.2746124267578,130.38075256347656,124.0151138305664,0.5832229580573951,0.9048128342245989,0.9255813953488372,42.58914399645594,28.52437406129422,6.535315703261646,2.0364941485547017,101.0,141.0,148.0,0.318284,0.334056,0.19464601963758468,0.033639999999999975,-0.04523999999999989,-0.026119999999999977,0.5104,0.4988,0.23,0.906,0.9252
40,81,0.6004781126976013,0.6216250061988831,0.6008281111717224,0.6003702878952026,0.7339924573898315,0.7312098145484924,0.07478353365867174,0.023822607006011052,0.024430500712284454,0.011145271351013218,0.002998294790942043,0.007066934008606697,160.4357452392578,125.9787826538086,131.53366088867188,0.6321938554738209,0.8874538745387454,0.8763769889840881,48.980491140164176,41.817408384385864,-0.0971077991151787,2.737851335273886,101.0,129.0,121.0,0.302264,0.31835,0.20890470869839192,0.045999999999999985,-0.02796000000000004,-0.0524400000000001,0.5048,0.4956,0.174,0.904,0.9344
41,82,0.6000312566757202,0.6199031472206116,0.6013992428779602,0.6009851694107056,0.7343984246253967,0.7310594916343689,0.07573912295770048,0.020871868471755272,0.021592789505160474,0.008308968084427375,0.004630354331294166,0.007340019492711334,158.70565795898438,130.61911010742188,131.5900115966797,0.611304347826087,0.8709677419354839,0.9105098855359001,38.055629989018,37.97171359020076,5.460880447827622,1.33942240439381,101.0,113.0,117.0,0.323426,0.3361,0.18647260904312135,0.04052,-0.056599999999999984,-0.03376000000000001,0.5048,0.5128,0.1708,0.8948,0.9196
42,83,0.5996265411376953,0.6191453337669373,0.6008164286613464,0.6006179451942444,0.7318447828292847,0.7292503714561462,0.12160451222606047,0.016993818193421786,0.021503331483899324,0.00854522876980455,0.004118662882967272,0.0039985087752398,160.99472045898438,129.3748779296875,125.29297637939453,0.5958663148636764,0.8877445932028837,0.914043583535109,42.53691209555606,29.272779774166803,5.5596460598906585,3.4232488415133093,101.0,122.0,120.0,0.31546,0.33612,0.1876748026907444,0.045999999999999985,-0.023840000000000028,-0.06728,0.4728,0.5052,0.1936,0.9176,0.932
43,84,0.6003960967063904,0.6220109462738037,0.6009218692779541,0.6002984642982483,0.7349284291267395,0.7296215891838074,0.1548929565842728,0.030828920328384322,0.024166621198103335,0.015797831665000452,0.002596401885857353,0.0027532095333535544,159.63636779785156,124.88961791992188,125.14646911621094,0.6424825174825175,0.9106438896189225,0.9254327563249002,34.341419936592764,29.801798288282633,3.4218046115080254,7.603762011785631,101.0,124.0,125.0,0.318996,0.32135400000000003,0.19997070088982583,0.006079999999999974,-0.040039999999999965,-0.058519999999999905,0.4776,0.466,0.1288,0.9076,0.9284
44,85,0.5986132621765137,0.6147719025611877,0.6005984544754028,0.5999890565872192,0.7341634631156921,0.7292592525482178,0.07165128494786642,0.01159427507524197,0.025367096253783333,0.009876006388620323,0.003761401933607425,0.003347632752132138,161.37918090820312,126.44867706298828,123.9140396118164,0.5949033391915641,0.9134948096885813,0.9212034383954155,33.97692205039215,32.06896029288345,2.869718565470517,12.66540083700583,163.0,145.0,140.0,0.319098,0.31942600000000004,0.19820736892521382,0.06248000000000001,-0.045959999999999945,-0.07200000000000006,0.5104,0.4884,0.2904,0.9204,0.936
45,86,0.5999703407287598,0.6172773241996765,0.6006359457969666,0.6004523634910583,0.7311443090438843,0.7287883758544922,0.15027811740800906,0.024407966983692086,0.03180406108347012,0.014734407840767504,0.006246943928562427,0.0032710614515552966,167.1365203857422,125.46652221679688,124.54424285888672,0.6111111111111112,0.8984881209503239,0.9175757575757576,47.01729665846578,40.25345351512719,7.45273126394228,7.520276851567266,101.0,148.0,149.0,0.308706,0.31495999999999996,0.21082066342234612,-0.011080000000000007,-0.040080000000000005,-0.05387999999999993,0.5192,0.4872,0.2432,0.9188,0.9412
46,87,0.6008609533309937,0.6213523149490356,0.6014328002929688,0.6011257767677307,0.7379078269004822,0.7329767346382141,0.1148095004982607,0.022960710904524638,0.03245127210141411,0.01702041495313676,0.005377955354134727,0.002558840967543791,161.23983764648438,128.84182739257812,122.28556060791016,0.6648305084745763,0.8991507430997877,0.9299568965517241,42.515778990280616,38.94507769219294,8.9832176284281,7.387114357291241,101.0,130.0,140.0,0.309742,0.3278420000000001,0.20307143345475198,0.035600000000000076,-0.03995999999999994,-0.04708000000000001,0.4888,0.5252,0.1372,0.9016,0.9216
